id	title	description	link	image_link	availability	price	brand	condition	google_product_category	mpn
PZTR-MOT-0027	Flywoo Avenger V3 V3 (2450KV)	Flywoo Avenger V3 V3, en yüksek drone performansı için tasarlanmıştır. 2306.5 ve 2450KV özelliklerine sahip olup, Titanyum Şaftlı Yüksek Güçlü FPV Motoru. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-42488472-b13a-43a8-9196-79cefdbe7631	https://pozitronmarket.com/assets/products/PZTR-MOT-0027.jpg	in_stock	1355.01 TRY	Flywoo	new	5433	PZTR-MOT-0027
PZTR-CON-0162	Pololu Power Hub PDB with 5V/9V BEC V2 (Heavy Copper 4-Layer)	Pololu Power Hub PDB with 5V/9V BEC V2, en yüksek drone performansı için tasarlanmıştır. 180A PDB ve Heavy Copper 4-Layer özelliklerine sahip olup, Entegre Filtreli Temiz Güç Dağıtım Kartı. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-424f9245-8b04-4251-a879-c7b3f67d9f0a	https://pozitronmarket.com/assets/products/PZTR-CON-0162.jpg	in_stock	897.70 TRY	Pololu	new	5433	PZTR-CON-0162
PZTR-FLI-0210	GEPRC F405 V4 Master FC V5 (30.5x30.5mm)	GEPRC F405 V4 Master FC V5, en yüksek drone performansı için tasarlanmıştır. STM32F405 ve 30.5x30.5mm özelliklerine sahip olup, Bluetooth ve MicroSD Blackbox Destekli Betaflight FC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-438e2cf3-0f27-4638-a52d-bc5aa0484f33	https://pozitronmarket.com/assets/products/PZTR-FLI-0210.jpg	in_stock	1875.30 TRY	GEPRC	new	5433	PZTR-FLI-0210
PZTR-ANT-0435	Flywoo Lollipop 4 Plus 5.8GHz Antenna (2-Pack) V7 (SMA / RP-SMA / U.FL / MMCX)	Flywoo Lollipop 4 Plus 5.8GHz Antenna (2-Pack) V7, en yüksek drone performansı için tasarlanmıştır. 5.8GHz RHCP/LHCP ve SMA / RP-SMA / U.FL / MMCX özelliklerine sahip olup, Dayanıklı Yüksek Kazançlı Çok Yönlü FPV Anteni (2'li Paket). Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-43a66b02-2c62-4d7d-8251-e274c5cc1cf2	https://pozitronmarket.com/assets/products/PZTR-ANT-0435.jpg	in_stock	1052.33 TRY	Flywoo	new	5433	PZTR-ANT-0435
PZTR-GPS-0465	Matek Systems M10-5883 High Precision GPS Module V9 (QMC5883L Compass)	Matek Systems M10-5883 High Precision GPS Module V9, en yüksek drone performansı için tasarlanmıştır. u-blox M10 GNSS ve QMC5883L Compass özelliklerine sahip olup, Çoklu Uydu Hızlı Kilitlenen GPS ve Manyetik Pusula. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-43c6e5f0-23cd-48e5-8b61-4d85f1f7f7ff	https://pozitronmarket.com/assets/products/PZTR-GPS-0465.jpg	in_stock	1400.60 TRY	Matek Systems	new	5433	PZTR-GPS-0465
PZTR-MOT-0016	Flywoo Avenger V3 V2 (1750KV)	Flywoo Avenger V3 V2, en yüksek drone performansı için tasarlanmıştır. 2306.5 ve 1750KV özelliklerine sahip olup, Titanyum Şaftlı Yüksek Güçlü FPV Motoru. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-43fbbbf3-32cf-4ec8-8ea0-00a668c8e8ff	https://pozitronmarket.com/assets/products/PZTR-MOT-0016.jpg	in_stock	1223.41 TRY	Flywoo	new	5433	PZTR-MOT-0016
PZTR-CAM-0249	Caddx Thumb Pro 4K Action Camera V4 (Ultra Lightweight 16g)	Caddx Thumb Pro 4K Action Camera V4, en yüksek drone performansı için tasarlanmıştır. 4K 30fps Wide ve Ultra Lightweight 16g özelliklerine sahip olup, 16g Ağırlığında Gyroflow Destekli Aksiyon Kamerası. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-44185e96-0744-48d0-9bc2-9650ac9ef95a	https://pozitronmarket.com/assets/products/PZTR-CAM-0249.jpg	in_stock	4308.49 TRY	Caddx	new	5433	PZTR-CAM-0249
PZTR-FRA-0388	BetaFPV Nazgul5 V3 HD 5-Inch Frame Kit V3 (3K Carbon Fiber)	BetaFPV Nazgul5 V3 HD 5-Inch Frame Kit V3, en yüksek drone performansı için tasarlanmıştır. 5-Inch Freestyle ve 3K Carbon Fiber özelliklerine sahip olup, Güçlendirilmiş True-X Karbon Fiber Gövde ve TPU Parçalar. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-444587e9-129d-4d86-a007-cb218a377c8f	https://pozitronmarket.com/assets/products/PZTR-FRA-0388.jpg	in_stock	2467.03 TRY	BetaFPV	new	5433	PZTR-FRA-0388
PZTR-MOT-0004	BetaFPV SPEEDX2 PRO (3450KV)	BetaFPV SPEEDX2 PRO, en yüksek drone performansı için tasarlanmıştır. 2105.5 ve 3450KV özelliklerine sahip olup, Ultra Hafif Cinewhoop ve 3.5 inç Motoru. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-45efb38f-a1a3-47cd-8942-c23ae7fd7d3c	https://pozitronmarket.com/assets/products/PZTR-MOT-0004.jpg	in_stock	861.51 TRY	BetaFPV	new	5433	PZTR-MOT-0004
PZTR-ESC-0068	Holybro AM32 45A Mini V2 (20x20mm)	Holybro AM32 45A Mini V2, en yüksek drone performansı için tasarlanmıştır. 45A AM32 ve 20x20mm özelliklerine sahip olup, Açık Kaynak AM32 Sinüs Sürücülü ESC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-4784332c-d163-4a71-b6a0-c154d5e5d619	https://pozitronmarket.com/assets/products/PZTR-ESC-0068.jpg	in_stock	1967.42 TRY	Holybro	new	5433	PZTR-ESC-0068
PZTR-ESC-0092	Skystars AM32 45A Mini V5 (20x20mm)	Skystars AM32 45A Mini V5, en yüksek drone performansı için tasarlanmıştır. 45A AM32 ve 20x20mm özelliklerine sahip olup, Açık Kaynak AM32 Sinüs Sürücülü ESC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-47ce4abb-d5ff-48b8-9dfc-3812a44355e7	https://pozitronmarket.com/assets/products/PZTR-ESC-0092.jpg	in_stock	2334.96 TRY	Skystars	new	5433	PZTR-ESC-0092
PZTR-ESC-0081	Skystars Reaper 65A V4 (30.5x30.5mm)	Skystars Reaper 65A V4, en yüksek drone performansı için tasarlanmıştır. 65A BLHeli_32 ve 30.5x30.5mm özelliklerine sahip olup, Yüksek Akımlı 128K PWM 8 Katmanlı PCB ESC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-48349d53-339c-454b-a0d2-283a6e0bf483	https://pozitronmarket.com/assets/products/PZTR-ESC-0081.jpg	in_stock	4285.93 TRY	Skystars	new	5433	PZTR-ESC-0081
PZTR-BAT-0349	GNB (Gaoneng) R-Line Version 5.0 1400mAh 6S 150C V4 (XT60 Plug)	GNB (Gaoneng) R-Line Version 5.0 1400mAh 6S 150C V4, en yüksek drone performansı için tasarlanmıştır. 6S 22.2V 1400mAh 150C ve XT60 Plug özelliklerine sahip olup, Yarışma Seviyesi Yüksek Deşarjlı LiPo Batarya. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-48b88340-ba3f-465b-a986-cabc9d847094	https://pozitronmarket.com/assets/products/PZTR-BAT-0349.jpg	in_stock	1646.88 TRY	GNB (Gaoneng)	new	5433	PZTR-BAT-0349
PZTR-MOT-0036	BrotherHobby XING2 V4 (2755KV)	BrotherHobby XING2 V4, en yüksek drone performansı için tasarlanmıştır. 2207 ve 2755KV özelliklerine sahip olup, N52H Kavisli Mıknatıslı Unibell Freestyle Motor. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-494b4c02-95a8-4109-a891-933d0bb204ee	https://pozitronmarket.com/assets/products/PZTR-MOT-0036.jpg	in_stock	1071.13 TRY	BrotherHobby	new	5433	PZTR-MOT-0036
PZTR-GPS-0449	Beitian Optical Flow & Lidar Sensor Board V3 (Indoor Hover)	Beitian Optical Flow & Lidar Sensor Board V3, en yüksek drone performansı için tasarlanmıştır. PMW3901 + VL53L1X ve Indoor Hover özelliklerine sahip olup, İç Mekan Hassas Sabitlenme Optik Akış ve Lidar Sensörü. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-496d5e65-e459-4f4b-b369-8a838e09083e	https://pozitronmarket.com/assets/products/PZTR-GPS-0449.jpg	in_stock	1263.83 TRY	Beitian	new	5433	PZTR-GPS-0449
PZTR-MOT-0044	MEPSKing V2207.5 V4 (2550KV)	MEPSKing V2207.5 V4, en yüksek drone performansı için tasarlanmıştır. 2207.5 ve 2550KV özelliklerine sahip olup, Veloce Performans Pro Drone Motoru. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-49b614dd-adda-42bc-b0dd-a224630b7ade	https://pozitronmarket.com/assets/products/PZTR-MOT-0044.jpg	in_stock	1085.70 TRY	MEPSKing	new	5433	PZTR-MOT-0044
PZTR-GPS-0453	Matek Systems M10-5883 High Precision GPS Module V5 (QMC5883L Compass)	Matek Systems M10-5883 High Precision GPS Module V5, en yüksek drone performansı için tasarlanmıştır. u-blox M10 GNSS ve QMC5883L Compass özelliklerine sahip olup, Çoklu Uydu Hızlı Kilitlenen GPS ve Manyetik Pusula. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-4a732aba-4d59-4dc5-b171-0d6c3184ea21	https://pozitronmarket.com/assets/products/PZTR-GPS-0453.jpg	in_stock	1289.68 TRY	Matek Systems	new	5433	PZTR-GPS-0453
PZTR-ESC-0080	Foxeer F405 V4 55A V4 (30.5x30.5mm)	Foxeer F405 V4 55A V4, en yüksek drone performansı için tasarlanmıştır. 55A BLHeli_S ve 30.5x30.5mm özelliklerine sahip olup, Soğutucu Bloklu 4'ü 1 Arada DShot600 ESC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-4bbb1140-3871-442a-a4d0-0433d1d25b53	https://pozitronmarket.com/assets/products/PZTR-ESC-0080.jpg	in_stock	2419.56 TRY	Foxeer	new	5433	PZTR-ESC-0080
PZTR-BAT-0333	CNHL Long Range 21700 6S2P 8000mAh Li-ion PRO (XT60 Plug)	CNHL Long Range 21700 6S2P 8000mAh Li-ion PRO, en yüksek drone performansı için tasarlanmıştır. 6S 22.2V 8000mAh ve XT60 Plug özelliklerine sahip olup, Ultra Uzun Uçuş Süreli Li-ion Batarya Paketi. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-4c0c382d-3884-4534-9a52-b8dbae69f299	https://pozitronmarket.com/assets/products/PZTR-BAT-0333.jpg	in_stock	3995.94 TRY	CNHL	new	5433	PZTR-BAT-0333
PZTR-MOT-0012	T-Motor F60 PRO V V2 (2550KV)	T-Motor F60 PRO V V2, en yüksek drone performansı için tasarlanmıştır. 2207.5 ve 2550KV özelliklerine sahip olup, 6S / 4S Freestyle & Yarış Motoru. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-4ec45e6b-2a79-416c-af85-7e59d972dd5b	https://pozitronmarket.com/assets/products/PZTR-MOT-0012.jpg	in_stock	1365.35 TRY	T-Motor	new	5433	PZTR-MOT-0012
PZTR-VTX-0280	Foxeer Walksnail Avatar GT VTX 2W V4 (Dual Antenna)	Foxeer Walksnail Avatar GT VTX 2W V4, en yüksek drone performansı için tasarlanmıştır. 2000mW Digital HD ve Dual Antenna özelliklerine sahip olup, Uzun Menzil Dijital Yüksek Güçlü VTX Modülü. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-4f639246-9532-4c1e-b381-bdc0d99673de	https://pozitronmarket.com/assets/products/PZTR-VTX-0280.jpg	in_stock	6096.37 TRY	Foxeer	new	5433	PZTR-VTX-0280
PZTR-TOO-0490	ISDT M2 & M3 Black Nylon & Steel Standoff Kit (300Pcs) V5 (Plastic Organizer Box)	ISDT M2 & M3 Black Nylon & Steel Standoff Kit (300Pcs) V5, en yüksek drone performansı için tasarlanmıştır. M2 / M3 Assortment ve Plastic Organizer Box özelliklerine sahip olup, Kapsamlı Drone Montaj Civata, Somun ve Yükseltici Seti. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-4fdf608b-4f2a-40c4-a82d-9a28c9747086	https://pozitronmarket.com/assets/products/PZTR-TOO-0490.jpg	in_stock	676.80 TRY	ISDT	new	5433	PZTR-TOO-0490
PZTR-VTX-0289	SpeedyBee TX800 VTX 800mW Mini V6 (IPEX / MMCX)	SpeedyBee TX800 VTX 800mW Mini V6, en yüksek drone performansı için tasarlanmıştır. 800mW 20x20mm ve IPEX / MMCX özelliklerine sahip olup, Ultra Hafif 20x20 Kule Uyumlu Video Verici. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-50c264dc-7a7d-46bf-8657-e1b8330e34a4	https://pozitronmarket.com/assets/products/PZTR-VTX-0289.jpg	in_stock	1049.98 TRY	SpeedyBee	new	5433	PZTR-VTX-0289
PZTR-VTX-0271	Foxeer Unify Pro32 HV 5.8GHz 1000mW V3 (MMCX Connector)	Foxeer Unify Pro32 HV 5.8GHz 1000mW V3, en yüksek drone performansı için tasarlanmıştır. 1000mW High Power ve MMCX Connector özelliklerine sahip olup, SmartAudio Destekli Uzun Menzil Analog VTX. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-5114eee9-3006-4986-8e0f-db05296d5867	https://pozitronmarket.com/assets/products/PZTR-VTX-0271.jpg	in_stock	2584.53 TRY	Foxeer	new	5433	PZTR-VTX-0271
PZTR-BAT-0354	SkyRC M6D Dual Smart Charger 500W V4 (USB Fast Charge)	SkyRC M6D Dual Smart Charger 500W V4, en yüksek drone performansı için tasarlanmıştır. Dual 250W DC ve USB Fast Charge özelliklerine sahip olup, Ultra Kompakt Çift Çıkışlı DC Saha Şarj Aleti. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-513cca61-d20a-4cfe-8464-94ea15f4e374	https://pozitronmarket.com/assets/products/PZTR-BAT-0354.jpg	in_stock	2461.86 TRY	SkyRC	new	5433	PZTR-BAT-0354
PZTR-TRA-0315	Jumper TX16S MKII MAX Radio Transmitter V5 (Hall Gimbals V4)	Jumper TX16S MKII MAX Radio Transmitter V5, en yüksek drone performansı için tasarlanmıştır. EdgeTX / ELRS 2.4GHz ve Hall Gimbals V4 özelliklerine sahip olup, Renkli Dokunmatik Ekranlı Amiral Gemisi 16 Kanallı Kumanda. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-5244b447-faf4-4b23-86ae-ab7db9696927	https://pozitronmarket.com/assets/products/PZTR-TRA-0315.jpg	in_stock	13447.17 TRY	Jumper	new	5433	PZTR-TRA-0315
PZTR-PRO-0133	Gemfan Hurricane 51466 V2 V5 (Clear Grey)	Gemfan Hurricane 51466 V2 V5, en yüksek drone performansı için tasarlanmıştır. 5.1x4.66x3 ve Clear Grey özelliklerine sahip olup, Dayanıklı 3 Palli Freestyle Pervane (4'lü Set). Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-53d386dc-33ea-4cff-9f63-19dcc531d338	https://pozitronmarket.com/assets/products/PZTR-PRO-0133.jpg	in_stock	181.89 TRY	Gemfan	new	5433	PZTR-PRO-0133
PZTR-FLI-0222	Skystars F405 V4 Master FC V7 (30.5x30.5mm)	Skystars F405 V4 Master FC V7, en yüksek drone performansı için tasarlanmıştır. STM32F405 ve 30.5x30.5mm özelliklerine sahip olup, Bluetooth ve MicroSD Blackbox Destekli Betaflight FC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-54e7bd7b-eb71-4acd-9617-4b0175862033	https://pozitronmarket.com/assets/products/PZTR-FLI-0222.jpg	in_stock	1974.00 TRY	Skystars	new	5433	PZTR-FLI-0222
PZTR-PRO-0115	Master Airscrew Foldable 1045 V2 (Carbon Black)	Master Airscrew Foldable 1045 V2, en yüksek drone performansı için tasarlanmıştır. 10x4.5 ve Carbon Black özelliklerine sahip olup, Katlanabilir Karbon Takviyeli Pervane Çifti. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-5547f8a6-ce67-442e-8f60-d921d445fe89	https://pozitronmarket.com/assets/products/PZTR-PRO-0115.jpg	in_stock	654.24 TRY	Master Airscrew	new	5433	PZTR-PRO-0115
PZTR-FRA-0404	TBS (Team BlackSheep) Pavo25 V2 Cinewhoop Frame Kit V5 (Injection Molded Ducts)	TBS (Team BlackSheep) Pavo25 V2 Cinewhoop Frame Kit V5, en yüksek drone performansı için tasarlanmıştır. 2.5-Inch Ducted Whoop ve Injection Molded Ducts özelliklerine sahip olup, Ultra Sessiz İç Mekan ve Sinematik Whoop Gövdesi. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-55b85152-adde-407f-96c1-9897f862f099	https://pozitronmarket.com/assets/products/PZTR-FRA-0404.jpg	in_stock	1558.05 TRY	TBS (Team BlackSheep)	new	5433	PZTR-FRA-0404
PZTR-VTX-0274	DJI TX800 VTX 800mW Mini V3 (IPEX / MMCX)	DJI TX800 VTX 800mW Mini V3, en yüksek drone performansı için tasarlanmıştır. 800mW 20x20mm ve IPEX / MMCX özelliklerine sahip olup, Ultra Hafif 20x20 Kule Uyumlu Video Verici. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-55f37d22-4a01-4e23-a0c0-15ae39ada1be	https://pozitronmarket.com/assets/products/PZTR-VTX-0274.jpg	in_stock	998.28 TRY	DJI	new	5433	PZTR-VTX-0274
PZTR-PRO-0107	Master Airscrew Foldable 1045 PRO (Carbon Black)	Master Airscrew Foldable 1045 PRO, en yüksek drone performansı için tasarlanmıştır. 10x4.5 ve Carbon Black özelliklerine sahip olup, Katlanabilir Karbon Takviyeli Pervane Çifti. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-5910f1fc-9f5c-4966-b2bb-30fabd26fdfb	https://pozitronmarket.com/assets/products/PZTR-PRO-0107.jpg	in_stock	626.98 TRY	Master Airscrew	new	5433	PZTR-PRO-0107
PZTR-VTX-0290	Walksnail Walksnail Avatar GT VTX 2W V6 (Dual Antenna)	Walksnail Walksnail Avatar GT VTX 2W V6, en yüksek drone performansı için tasarlanmıştır. 2000mW Digital HD ve Dual Antenna özelliklerine sahip olup, Uzun Menzil Dijital Yüksek Güçlü VTX Modülü. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-59b4c63f-633f-413f-99aa-146a8d3c31a9	https://pozitronmarket.com/assets/products/PZTR-VTX-0290.jpg	in_stock	5145.56 TRY	Walksnail	new	5433	PZTR-VTX-0290
PZTR-TOO-0471	RDQ TS101 Smart Digital Soldering Iron 65W V2 (OLED Screen & Temperature Control)	RDQ TS101 Smart Digital Soldering Iron 65W V2, en yüksek drone performansı için tasarlanmıştır. 65W USB-C / DC ve OLED Screen & Temperature Control özelliklerine sahip olup, Saha Tamirleri İçin Taşınabilir Akıllı Dijital Havya. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-59be53ea-0ee5-4d1c-993e-efe07ef22993	https://pozitronmarket.com/assets/products/PZTR-TOO-0471.jpg	in_stock	2616.96 TRY	RDQ	new	5433	PZTR-TOO-0471
PZTR-TOO-0476	TBS TS101 Smart Digital Soldering Iron 65W V3 (OLED Screen & Temperature Control)	TBS TS101 Smart Digital Soldering Iron 65W V3, en yüksek drone performansı için tasarlanmıştır. 65W USB-C / DC ve OLED Screen & Temperature Control özelliklerine sahip olup, Saha Tamirleri İçin Taşınabilir Akıllı Dijital Havya. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-59f32e88-88cd-41bf-b05e-2c500b4dac96	https://pozitronmarket.com/assets/products/PZTR-TOO-0476.jpg	in_stock	3053.12 TRY	TBS	new	5433	PZTR-TOO-0476
PZTR-CON-0178	iFlight Buck-Boost Converter 12V 2A V5 (Regulated Output)	iFlight Buck-Boost Converter 12V 2A V5, en yüksek drone performansı için tasarlanmıştır. 12V 2A ve Regulated Output özelliklerine sahip olup, VTX ve Dijital Sistemler İçin Sabit 12V Regülatör. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-5a7014f7-d32b-4ad5-b594-8c73aab8790d	https://pozitronmarket.com/assets/products/PZTR-CON-0178.jpg	in_stock	548.02 TRY	iFlight	new	5433	PZTR-CON-0178
PZTR-MOT-0005	Flywoo Avenger V3 PRO (1950KV)	Flywoo Avenger V3 PRO, en yüksek drone performansı için tasarlanmıştır. 2306.5 ve 1950KV özelliklerine sahip olup, Titanyum Şaftlı Yüksek Güçlü FPV Motoru. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-5a895ec0-8a57-4b4d-b43a-afab0c795aed	https://pozitronmarket.com/assets/products/PZTR-MOT-0005.jpg	in_stock	1210.25 TRY	Flywoo	new	5433	PZTR-MOT-0005
PZTR-VTX-0265	Walksnail Walksnail Avatar GT VTX 2W PRO (Dual Antenna)	Walksnail Walksnail Avatar GT VTX 2W PRO, en yüksek drone performansı için tasarlanmıştır. 2000mW Digital HD ve Dual Antenna özelliklerine sahip olup, Uzun Menzil Dijital Yüksek Güçlü VTX Modülü. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-5a957775-2692-474e-b0f9-f39b073585da	https://pozitronmarket.com/assets/products/PZTR-VTX-0265.jpg	in_stock	5872.65 TRY	Walksnail	new	5433	PZTR-VTX-0265
PZTR-MOT-0029	GEPRC NINJA V3 (3800KV)	GEPRC NINJA V3, en yüksek drone performansı için tasarlanmıştır. 1404 ve 3800KV özelliklerine sahip olup, Mikro Uzun Menzil ve Toothpick Motoru. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-5ab14e91-d424-491c-b737-4f9b6c2112c6	https://pozitronmarket.com/assets/products/PZTR-MOT-0029.jpg	in_stock	647.19 TRY	GEPRC	new	5433	PZTR-MOT-0029
