id	title	description	link	image_link	availability	price	brand	condition	google_product_category	mpn
PZTR-PRO-0144	Azure Power 7040 7-Inch Tri-Blade V6 3 Kanatlı Dayanıklı FPV Drone Pervanesi (Clear - 4'lü Set)	Azure Power 7040 7-Inch Tri-Blade V6, en yüksek drone performansı için tasarlanmıştır. 7x4x3 ve Clear özelliklerine sahip olup, Uzun Menzil Yüksek Verimli Pervaneler. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-06ad53a9-b22e-4d5d-8e1f-6c903f4b67c4	https://pozitronmarket.com/assets/products/PZTR-PRO-0144.jpg	in_stock	253.33 TRY	Azure Power	new	5433	PZTR-PRO-0144
PZTR-BAT-0359	CNHL 608AC Smart Pocket Charger 200W V5 Akıllı Dengeleyici LiPo Şarj Cihazı (Detachable Power Supply)	CNHL 608AC Smart Pocket Charger 200W V5, en yüksek drone performansı için tasarlanmıştır. AC 50W / DC 200W ve Detachable Power Supply özelliklerine sahip olup, Kompakt Seyahat Tipi AC/DC Akıllı Denge Şarj Cihazı. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-07c0e603-0f09-49d6-81f1-dac34ba1e931	https://pozitronmarket.com/assets/products/PZTR-BAT-0359.jpg	in_stock	2768.30 TRY	CNHL	new	5433	PZTR-BAT-0359
PZTR-PRO-0103	Dalprop Cinewhoop D90S Ducted PRO 3 Kanatlı Dayanıklı FPV Drone Pervanesi (Clear Black - 4'lü Set)	Dalprop Cinewhoop D90S Ducted PRO, en yüksek drone performansı için tasarlanmıştır. 3.5x3x3 ve Clear Black özelliklerine sahip olup, 3 Palli Düşük Gürültülü Kanallı Pervane. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-08499763-5a40-4574-a74c-ab9994e5b741	https://pozitronmarket.com/assets/products/PZTR-PRO-0103.jpg	in_stock	182.36 TRY	Dalprop	new	5433	PZTR-PRO-0103
PZTR-PRO-0111	Dalprop Cinewhoop D90S Ducted V2 3 Kanatlı Dayanıklı FPV Drone Pervanesi (Clear Black - 4'lü Set)	Dalprop Cinewhoop D90S Ducted V2, en yüksek drone performansı için tasarlanmıştır. 3.5x3x3 ve Clear Black özelliklerine sahip olup, 3 Palli Düşük Gürültülü Kanallı Pervane. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-0894c41d-2fa3-43aa-ad0b-96de3ee0abc6	https://pozitronmarket.com/assets/products/PZTR-PRO-0111.jpg	in_stock	183.77 TRY	Dalprop	new	5433	PZTR-PRO-0111
PZTR-CAM-0244	HDZero O3 Air Unit  & VTX Module V4 Dijital HD FPV Görüntü Aktarım Kiti (DJI Digital FPV)	HDZero O3 Air Unit Camera & VTX Module V4, en yüksek drone performansı için tasarlanmıştır. 4K 60FPS Digital ve DJI Digital FPV özelliklerine sahip olup, Ultra Düşük Gecikmeli 4K 60FPS Dijital Video İletim Sistemi. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-08a11615-1056-47b6-bb1e-5753211c38dd	https://pozitronmarket.com/assets/products/PZTR-CAM-0244.jpg	in_stock	12269.82 TRY	HDZero	new	5433	PZTR-CAM-0244
PZTR-CON-0181	Diatone Micro BEC Step-Down 5V/9V/12V V6 Voltaj Düşürücü Regülatör Modülü (Adjustable Output)	Diatone Micro BEC Step-Down 5V/9V/12V V6, en yüksek drone performansı için tasarlanmıştır. 1.5A - 3A ve Adjustable Output özelliklerine sahip olup, Senkron Voltaj Düşürücü Regülatör Modülü. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-08ee8d82-f43d-41c7-b2d0-dbcf264c41fd	https://pozitronmarket.com/assets/products/PZTR-CON-0181.jpg	in_stock	439.45 TRY	Diatone	new	5433	PZTR-CON-0181
PZTR-MOT-0009	AxisFlyer C2807 2807 PRO Fırçasız FPV Drone Motoru (1700KV)	AxisFlyer C2807 PRO, en yüksek drone performansı için tasarlanmıştır. 2807 ve 1700KV özelliklerine sahip olup, 7 inç Uzun Menzil Dağ Uçuşu Motoru. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-090bc3b0-d803-42dd-a294-a9f531091ec8	https://pozitronmarket.com/assets/products/PZTR-MOT-0009.jpg	in_stock	1363.00 TRY	AxisFlyer	new	5433	PZTR-MOT-0009
PZTR-CAM-0258	HDZero Ratel 2 Micro FPV V6 FPV Kamera (19x19mm Micro)	HDZero Ratel 2 Micro FPV Camera V6, en yüksek drone performansı için tasarlanmıştır. 1200TVL Analog ve 19x19mm Micro özelliklerine sahip olup, Yıldız Işığı HDR Düşük Işık Analog FPV Kamera. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-094778d2-1929-4081-8922-f94a028197ed	https://pozitronmarket.com/assets/products/PZTR-CAM-0258.jpg	in_stock	1451.83 TRY	HDZero	new	5433	PZTR-CAM-0258
PZTR-VTX-0287	RushFPV Reaper Extreme 2.5W V6 5.8GHz FPV Video Verici VTX (Aluminium Heatsink)	RushFPV Reaper Extreme 2.5W VTX V6, en yüksek drone performansı için tasarlanmıştır. 2500mW Monster Power ve Aluminium Heatsink özelliklerine sahip olup, 2.5 Watt Maksimum Güçte Video Vericisi. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-09739ebe-65e1-409e-bfcf-83a023bd2be1	https://pozitronmarket.com/assets/products/PZTR-VTX-0287.jpg	in_stock	3294.23 TRY	RushFPV	new	5433	PZTR-VTX-0287
PZTR-CON-0153	Caddx Low Noise LC Filter 3A PRO Parazit Önleyici LC Filtre Modülü (High Frequency Choke)	Caddx Low Noise LC Filter 3A PRO, en yüksek drone performansı için tasarlanmıştır. 3A Filter ve High Frequency Choke özelliklerine sahip olup, FPV Video Parazit ve Dalgalanma Önleyici Filtre. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-09b2b7ad-edf2-41d1-97ca-de87bad3136f	https://pozitronmarket.com/assets/products/PZTR-CON-0153.jpg	in_stock	308.79 TRY	Caddx	new	5433	PZTR-CON-0153
PZTR-ESC-0099	SpeedyBee F55A PRO II V6 4'ü 1 Arada Fırçasız ESC Sürücü (30.5x30.5mm)	SpeedyBee F55A PRO II V6, en yüksek drone performansı için tasarlanmıştır. 55A BLHeli_32 ve 30.5x30.5mm özelliklerine sahip olup, Ultra Kararlı Telemetri Çıkışlı ESC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-0b4fc6db-39dd-4265-bf83-8bae6714d018	https://pozitronmarket.com/assets/products/PZTR-ESC-0099.jpg	in_stock	3908.52 TRY	SpeedyBee	new	5433	PZTR-ESC-0099
PZTR-FLI-0192	Flywoo F405 V4 Master V2 FPV Uçuş Kontrol Kartı (30.5x30.5mm)	Flywoo F405 V4 Master FC V2, en yüksek drone performansı için tasarlanmıştır. STM32F405 ve 30.5x30.5mm özelliklerine sahip olup, Bluetooth ve MicroSD Blackbox Destekli Betaflight FC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-0c24272d-e37b-4781-814f-c34a7077c3af	https://pozitronmarket.com/assets/products/PZTR-FLI-0192.jpg	in_stock	2131.92 TRY	Flywoo	new	5433	PZTR-FLI-0192
PZTR-ANT-0435	Flywoo Lollipop 4 Plus 5.8GHz  (2-Pack) V7 Yüksek Kazançlı 5.8GHz FPV Drone Anteni (SMA / RP-SMA / U.FL / MMCX)	Flywoo Lollipop 4 Plus 5.8GHz Antenna (2-Pack) V7, en yüksek drone performansı için tasarlanmıştır. 5.8GHz RHCP/LHCP ve SMA / RP-SMA / U.FL / MMCX özelliklerine sahip olup, Dayanıklı Yüksek Kazançlı Çok Yönlü FPV Anteni (2'li Paket). Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-0d2b87ae-2c24-49e3-8c7e-14898d296e5d	https://pozitronmarket.com/assets/products/PZTR-ANT-0435.jpg	in_stock	873.73 TRY	Flywoo	new	5433	PZTR-ANT-0435
PZTR-TRA-0302	Jumper SuperD ELRS 2.4GHz Diversity V2 FPV Kumanda Alıcısı (Dual T-Antenna)	Jumper SuperD ELRS 2.4GHz Diversity Receiver V2, en yüksek drone performansı için tasarlanmıştır. Dual TCXO Diversity ve Dual T-Antenna özelliklerine sahip olup, Çift Antenli Gerçek Diversity ELRS Alıcısı. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-0d61e533-c810-411f-850c-b9f532f91e79	https://pozitronmarket.com/assets/products/PZTR-TRA-0302.jpg	in_stock	1020.37 TRY	Jumper	new	5433	PZTR-TRA-0302
PZTR-CAM-0242	Caddx HDZero Nano 90 V3 Dijital HD FPV Görüntü Aktarım Kiti (14x14mm Nano)	Caddx HDZero Nano 90 Camera V3, en yüksek drone performansı için tasarlanmıştır. 720p 90fps Zero Latency ve 14x14mm Nano özelliklerine sahip olup, Sıfır Gecikmeli Yüksek Kare Hızlı Dijital Kamera. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-0e5a0971-0249-44e6-a2f2-4877dd864bd1	https://pozitronmarket.com/assets/products/PZTR-CAM-0242.jpg	in_stock	3285.30 TRY	Caddx	new	5433	PZTR-CAM-0242
PZTR-TOO-0485	TBS M2 & M3 Black Nylon & Steel  (300Pcs) V4 Kapsamlı Drone Montaj Civata ve Yükseltici Seti (Plastic Organizer Box)	TBS M2 & M3 Black Nylon & Steel Standoff Kit (300Pcs) V4, en yüksek drone performansı için tasarlanmıştır. M2 / M3 Assortment ve Plastic Organizer Box özelliklerine sahip olup, Kapsamlı Drone Montaj Civata, Somun ve Yükseltici Seti. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-0ed5e099-72bb-4ae2-8ed7-7d04115cf668	https://pozitronmarket.com/assets/products/PZTR-TOO-0485.jpg	in_stock	782.55 TRY	TBS	new	5433	PZTR-TOO-0485
PZTR-TOO-0467	Pine64 Titanium Hex  (4-Piece) PRO Sertleştirilmiş Titanyum Alyan Takımı (HSS Titanium Coated)	Pine64 Titanium Hex Screwdriver Tool Set (4-Piece) PRO, en yüksek drone performansı için tasarlanmıştır. 1.5mm, 2.0mm, 2.5mm, 3.0mm ve HSS Titanium Coated özelliklerine sahip olup, Drone Montajı İçin Sertleştirilmiş Titanyum Alyan Seti. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-0f6f286f-b7a1-4384-99cc-9c23f3ff26b7	https://pozitronmarket.com/assets/products/PZTR-TOO-0467.jpg	in_stock	1142.10 TRY	Pine64	new	5433	PZTR-TOO-0467
PZTR-TOO-0478	Ethix Smart Smoke Stopper XT60 & XT30 V3 Kısa Devre ve Ters Kutup Koruma Sigortası (Dual Connector)	Ethix Smart Smoke Stopper XT60 & XT30 V3, en yüksek drone performansı için tasarlanmıştır. 0.5A / 1.0A Trip ve Dual Connector özelliklerine sahip olup, Kısa Devre ve Ters Kutup Koruyucu Elektronik Sigorta. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-0fe07a9b-ae8d-46f2-8de2-2f337e8364e3	https://pozitronmarket.com/assets/products/PZTR-TOO-0478.jpg	in_stock	546.14 TRY	Ethix	new	5433	PZTR-TOO-0478
PZTR-ESC-0095	Hobbywing Single 32Bit 45A V5 4'ü 1 Arada Fırçasız ESC Sürücü (Single Arm)	Hobbywing Single 32Bit 45A ESC V5, en yüksek drone performansı için tasarlanmıştır. 45A Single ve Single Arm özelliklerine sahip olup, Kollara Monte Edilebilir Tekli Yarış ESC'si. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-10480e2b-9c05-4376-9ef4-0d00cd46fd59	https://pozitronmarket.com/assets/products/PZTR-ESC-0095.jpg	in_stock	876.08 TRY	Hobbywing	new	5433	PZTR-ESC-0095
PZTR-GPS-0445	Flywoo Micro M8N  with Active Patch V2 Yüksek Hassasiyetli Drone GPS ve Pusula Modülü (Ceramic Antenna)	Flywoo Micro M8N GPS Module with Active Patch V2, en yüksek drone performansı için tasarlanmıştır. u-blox M8N ve Ceramic Antenna özelliklerine sahip olup, Güvenilir Eve Dönüş (RTH) ve Kurtarma Modu GPS'i. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-10a5b02a-769c-43d8-b490-6ad5b23d037b	https://pozitronmarket.com/assets/products/PZTR-GPS-0445.jpg	in_stock	879.37 TRY	Flywoo	new	5433	PZTR-GPS-0445
PZTR-CON-0167	Matek Systems Current Sensor Board 150A V3 Yüksek Hassasiyetli Akım Ölçüm Kartı (Analog/Digital Telemetry)	Matek Systems Current Sensor Board 150A V3, en yüksek drone performansı için tasarlanmıştır. 150A Hall Sensor ve Analog/Digital Telemetry özelliklerine sahip olup, Yüksek Hassasiyetli Drone Akım Ölçüm Kartı. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-112b8ac7-9518-4937-a1a3-02dcbbfefa79	https://pozitronmarket.com/assets/products/PZTR-CON-0167.jpg	in_stock	728.50 TRY	Matek Systems	new	5433	PZTR-CON-0167
PZTR-ESC-0075	Flywoo F55A PRO II V3 4'ü 1 Arada Fırçasız ESC Sürücü (30.5x30.5mm)	Flywoo F55A PRO II V3, en yüksek drone performansı için tasarlanmıştır. 55A BLHeli_32 ve 30.5x30.5mm özelliklerine sahip olup, Ultra Kararlı Telemetri Çıkışlı ESC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-11a3506b-2904-4293-9f00-dac5c2c12ab5	https://pozitronmarket.com/assets/products/PZTR-ESC-0075.jpg	in_stock	4184.88 TRY	Flywoo	new	5433	PZTR-ESC-0075
PZTR-TRA-0309	FrSky TX16S MKII MAX V4 FPV Drone Kumandası (Hall Gimbals V4)	FrSky TX16S MKII MAX Radio Transmitter V4, en yüksek drone performansı için tasarlanmıştır. EdgeTX / ELRS 2.4GHz ve Hall Gimbals V4 özelliklerine sahip olup, Renkli Dokunmatik Ekranlı Amiral Gemisi 16 Kanallı Kumanda. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-1221f5ec-f086-42b3-832a-9fced3f12055	https://pozitronmarket.com/assets/products/PZTR-TRA-0309.jpg	in_stock	13854.66 TRY	FrSky	new	5433	PZTR-TRA-0309
PZTR-FLI-0212	Kakute H743-WING V3 V5 FPV Uçuş Kontrol Kartı (Wing / Plane / Multi)	Kakute H743-WING V3 V5, en yüksek drone performansı için tasarlanmıştır. STM32H743 ve Wing / Plane / Multi özelliklerine sahip olup, ArduPilot ve INAV Otonom Seyrüsefer FC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-12c15621-e4b9-4972-8c42-009daa53aa8c	https://pozitronmarket.com/assets/products/PZTR-FLI-0212.jpg	in_stock	4836.30 TRY	Kakute	new	5433	PZTR-FLI-0212
PZTR-ESC-0086	Flywoo GOKU Versatile 40A V4 4'ü 1 Arada Fırçasız ESC Sürücü (25.5x25.5mm)	Flywoo GOKU Versatile 40A V4, en yüksek drone performansı için tasarlanmıştır. 40A BLHeli_S ve 25.5x25.5mm özelliklerine sahip olup, AIO Toothpick ve Cinewhoop ESC. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-14048844-7f9e-4f11-8801-14a6824df218	https://pozitronmarket.com/assets/products/PZTR-ESC-0086.jpg	in_stock	2171.40 TRY	Flywoo	new	5433	PZTR-ESC-0086
PZTR-VTX-0285	Flywoo Walksnail Avatar GT  2W V5 5.8GHz FPV Video Verici VTX (Dual Antenna)	Flywoo Walksnail Avatar GT VTX 2W V5, en yüksek drone performansı için tasarlanmıştır. 2000mW Digital HD ve Dual Antenna özelliklerine sahip olup, Uzun Menzil Dijital Yüksek Güçlü VTX Modülü. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-159f54b4-62f9-4739-8147-1b0161c40bda	https://pozitronmarket.com/assets/products/PZTR-VTX-0285.jpg	in_stock	5928.58 TRY	Flywoo	new	5433	PZTR-VTX-0285
PZTR-FLI-0189	Foxeer Pixhawk 6C Autopilot PRO Endüstriyel Otonom Uçuş Kontrolcüsü (Standard Carrier)	Foxeer Pixhawk 6C Autopilot Flight Controller PRO, en yüksek drone performansı için tasarlanmıştır. STM32H753 ve Standard Carrier özelliklerine sahip olup, Endüstriyel PX4 / ArduPilot Otonom Uçuş Kartı. Aşırı dayanıklılık, düşük gürültü ve maksimum verimlilik için havacılık sınıfı bileşenlerle üretilmiştir. Standart FPV drone montajları ve güç sistemleriyle tam uyumludur.	https://pozitronmarket.com/#prod-16b81871-666f-432a-92a4-0e2013724954	https://pozitronmarket.com/assets/products/PZTR-FLI-0189.jpg	in_stock	8350.02 TRY	Foxeer	new	5433	PZTR-FLI-0189
